Episode,Stopping Time
1,0.009600712997780647
302,0.01177441199979512
320,0.010704508997150697
321,0.008595381994382478
421,0.011335195005813148
422,0.012375549005810171
423,0.008999519995995797
725,0.010590828002023045
726,0.00869861100363778
727,0.009987449004256632
1029,0.009812135998799931
1030,0.01056782800151268
1332,0.011676491005346179
1634,0.008987182001874316
1635,0.012172739006928168
1767,0.012066474999301136
1913,0.011570660004508682
2215,0.014213062997441739
2517,0.010915031998592895
2643,0.012078683001163881
2775,0.00974122500338126
2776,0.010456588999659289
2906,0.00782772499951534
2907,0.010209018000750802
3209,0.011060197997721843
3210,0.011316281001199968
3512,0.010679578001145273
3513,0.011518348997924477
3565,0.010329775999707635
3791,0.013981172000057995
4093,0.009900881996145472
4395,0.012106782000046223
4443,0.010546304001763929
4745,0.009757153995451517
5047,0.011315131996525452
5349,0.010451565001858398
5651,0.012490835993958171
5953,0.008769815998675767
6255,0.011304792998998892
6256,0.011248091999732424
6486,0.012859958995250054
6487,0.010970493996865116
6689,0.010317437001504004
6690,0.010561011004028842
6992,0.010317127998860087
7004,0.008806698999251239
7306,0.01122081199719105
7307,0.01136314500035951
7377,0.010264180993544869
7499,0.00930158199480502
7500,0.01136251600109972
7501,0.011477649000880774
7547,0.010563922995061148
7548,0.009808897004404571
7572,0.008192664994567167
7573,0.010382603999460116
7574,0.009720775997266173
7852,0.010266582998156082
8154,0.011361987999407575
8155,0.010261319002893288
8156,0.011331791996781249
8458,0.012350062002951745
8760,0.01113529199938057
9062,0.011046361003536731
9063,0.010422409002785571
9067,0.00902077299542725
9369,0.011954055000387598
9671,0.01075249099812936
9672,0.010419889003969729
9974,0.011951116001000628
10276,0.009121087001403794
10578,0.013035469994065352
10880,0.0090054379979847
10928,0.009787166003661696
10929,0.01097579699853668
11187,0.011657503993774299
11188,0.010506778002309147
11490,0.009657718997914344
11606,0.011770174001867417
11908,0.007741968001937494
11909,0.00860085200110916
12211,0.009325705999799538
12513,0.01153152399638202
12523,0.009971787003451027
12825,0.009679340000730008
13069,0.010916022001765668
13070,0.010717820005083922
13372,0.009413366999069694
13674,0.011250798997934908
13976,0.011192072997801006
14278,0.008208057995943818
14580,0.010930465003184509
14882,0.011064385995268822
15184,0.012040818997775204
15486,0.011362626995833125
15788,0.008688378002261743
15846,0.008838670000841375
15968,0.010946830996545032
16270,0.014149528004054446
16572,0.01015132699831156
16573,0.013389813000685535
16574,0.009494032005022746
16876,0.010006880002038088
17178,0.010431868002342526
17382,0.010198406998824794
17684,0.011089087005530018
17986,0.012744046995067038
18172,0.03657877299701795
18173,0.011312884998915251
18174,0.01150012399739353
18476,0.01202793899574317
18584,0.009544444998027757
18886,0.010924014997726772
19188,0.011467699994682334
19254,0.01090684699738631
19556,0.010546584999246988
19858,0.011243098000704776
19859,0.006796187000873033
19860,0.009199282998451963
20162,0.010841739996976685
20162,0.010436117998324335
20464,0.01097334000223782
20686,0.011627640000369865
20912,0.011941786004172172
20913,0.011269948998233303
21215,0.01099796500056982
21363,0.010176690993830562
21665,0.0120515480011818
21967,0.011003252999216784
22269,0.013981866002723109
22571,0.010948733994155191
22873,0.009640674004913308
23175,0.011669968997011892
23477,0.009833903997787274
23478,0.03759747699950822
23479,0.01194366400159197
23781,0.012277736997930333
24083,0.010580984999251086
24385,0.012123387001338415
24687,0.012292712002818007
24963,0.010655776000930928
25265,0.009947858001396526
25567,0.009113747997616883
25568,0.01019377199554583
25816,0.0094738409970887
26118,0.008165949002432171
26119,0.011234774996410124
26120,0.01000030200520996
26316,0.012302433999138884
26618,0.009877987002255395
26752,0.011997027999314014
27054,0.009649691004597116
27356,0.01079292400390841
27658,0.010290288002579473
27960,0.010372158001700882
27961,0.011484900001960341
28061,0.010498121002456173
28149,0.009419175003131386
28451,0.012062481997418217
28753,0.011973448999924585
29055,0.010678727994672954
29239,0.01127935599652119
29517,0.012175597999885213
29819,0.011010756003088318
29853,0.010717643999669235
30155,0.0112913889970514
30457,0.010517093003727496
30458,0.011058856005547568
30524,0.011157371998706367
30826,0.010168831002374645
31128,0.010647453003912233
31430,0.011461753005278297
31732,0.013527872004488017
31733,0.00917433699942194
32035,0.00826137900003232
32251,0.010810072999447584
32491,0.010160871999687515
32793,0.010292951999872457
33079,0.010955968995403964
33381,0.011016952994395979
33619,0.009813890006626025
33919,0.01091858399740886
34221,0.009511588003078941
34523,0.01158653300080914
34825,0.00979458700021496
35127,0.010260207003739197
35128,0.011115777000668459
35430,0.011309207002341282
35732,0.01100087499798974
35733,0.011482297006295994
35734,0.008169740001903847
35735,0.009639411997341085
36037,0.011745784002414439
36339,0.0093877569961478
36340,0.010042663001513574
36642,0.010352921002777293
36944,0.009833038995566312
37154,0.009113969004829414
37456,0.010471280998899601
37457,0.011814038000011351
37759,0.009860822996415664
37760,0.012803376994270366
37761,0.010056533996248618
38063,0.0095623870001873
38271,0.012942246001330204
38573,0.009839635000389535
38875,0.009504260997346137
39177,0.012527900995337404
39178,0.01034870099829277
39179,0.012020524001854938
39481,0.011102573997050058
39783,0.01354733899643179
39784,0.010692746000131592
39972,0.008220119001634885
40274,0.008277492997876834
40275,0.011012530005245935
40276,0.009987853998609353
40578,0.010924260997853708
40880,0.009031080000568181
40881,0.00974385400331812
41183,0.011081427997851279
41485,0.011586289001570549
41787,0.007276543001353275
41788,0.009712920000310987
42090,0.01239880300272489
42264,0.00926073599839583
42320,0.010163891995034646
42321,0.012657410006795544
42322,0.010084625995659735
42348,0.01220073599688476
42494,0.010984938002366107
42495,0.01393183400068665
42797,0.00850601300044218
42798,0.009479817999817897
42874,0.006674896001641173
43114,0.01077223899483215
43416,0.009713799998280592
43718,0.008948199996666517
43719,0.009337800998764578
44021,0.009429609999642707
44323,0.011919115997443441
44324,0.008147494001605082
44626,0.011760738998418674
44924,0.013075183000182733
45226,0.0184373689990025
45528,0.012137375000747852
45830,0.010773466005048249
45831,0.011401944000681397
46133,0.01077930499741342
46435,0.011647412000456825
46737,0.010267389996442944
47039,0.010986129003867973
47040,0.013626319996546954
47342,0.011772336998546962
47644,0.012830683997890446
47946,0.010125979999429546
48248,0.009314233000623062
48436,0.009477012004936114
48738,0.010055154998553917
48739,0.011165374002302997
48777,0.010045850998722017
49079,0.009366355996462516
49381,0.011540220999449957
49683,0.008127792003506329
49684,0.008163535996573046
49986,0.009646272999816574
50288,0.010379541003203485
50394,0.01041001200064784
50696,0.010507804996450432
50750,0.011486178998893593
51052,0.009912374000123236
51053,0.008808728998701554
51331,0.010976145997119602
51633,0.01112308199662948
51935,0.011425194999901578
52237,0.010472919006133452
52539,0.012418081001669634
52841,0.008832254003209528
53143,0.009792887001822237
53144,0.008470797001791652
53360,0.009742522001033649
53662,0.008723712002392858
53663,0.010089684001286514
53965,0.010492239001905546
54267,0.009027567000885028
54569,0.009451436999370344
54570,0.012328051998338196
54571,0.011470832003396936
54787,0.00922821499989368
55089,0.011869128000398632
55391,0.010259349997795653
55693,0.011251349998929072
55975,0.008698044999619015
55976,0.010363383000367321
55977,0.009619983997254167
56279,0.009666016005212441
56581,0.011509541996929329
56582,0.009660181996878237
56583,0.01014724300330272
56584,0.009828420996200293
56886,0.011464850002084859
57010,0.01119706200552173
57312,0.009046777006005868
57614,0.014093024001340382
57916,0.012641615001484752
57917,0.010685517998354044
58219,0.010378652004874311
58521,0.010135299002286047
58823,0.010327068004698958
59125,0.012496935996750835
59126,0.011185786002897657
59428,0.010699019003368448
59429,0.008665822999319062
59430,0.010859624002478085
59732,0.012742538994643837
60034,0.008476287002849858
60098,0.009674127002654132
60182,0.009712883998872712
60484,0.011413530002755579
60646,0.009128463003435172
60948,0.009924192003381904
61250,0.012196941999718547
61552,0.010589083998638671
61854,0.011717796995071694
61886,0.00862010400305735
61887,0.010257631998683792
61888,0.013186990996473469
61889,0.01144109899905743
61890,0.012059822001901921
62050,0.012118612001358997
62051,0.011762962996726856
62052,0.009843526997428853
62354,0.010398742000688799
62656,0.009517242004221771
62958,0.013030841000727378
63260,0.011239702995226253
63261,0.011320999001327436
63563,0.011556068995560054
63865,0.009288913999625947
64167,0.010604995004541706
64469,0.01167864300077781
64771,0.011590187001274899
65073,0.010155265001230873
65375,0.012270461003936362
65376,0.011282678999123164
65678,0.008675320998008829
65980,0.009339559997897595
66282,0.010636530998453964
66584,0.013072430003376212
66585,0.01053722899814602
66586,0.010914332000538707
66587,0.010624550995999016
66669,0.00966617599624442
66971,0.010710481998103205
67273,0.013043560000369325
67575,0.009905865001201164
67877,0.011546952002390753
68179,0.01004069399641594
68180,0.013259104001917876
68482,0.007900871001766063
68483,0.011410450002586003
68785,0.010380619001807645
69087,0.010944283996650483
69088,0.013401435004197992
69089,0.012116938996769022
69391,0.010395638004411012
69693,0.013748905999818817
69995,0.011749782002880238
69996,0.010942615997919347
70298,0.010373332996095996
70600,0.009154011000646278
70902,0.010431456998048816
71204,0.00848279100318905
71506,0.01263698200637009
71808,0.009291591006331146
72110,0.010431456001242623
72412,0.01091820299916435
72413,0.009191052995447535
72715,0.009585578998667188
73017,0.009429828998690937
73319,0.010772102999908384
73621,0.011143196999910288
73923,0.009624565005651675
74225,0.012150410999311134
74226,0.011091637999925297
74528,0.009427557000890374
74830,0.009665960998972878
74831,0.010217410999757703
75133,0.010796668000693899
75134,0.010049491000245325
75436,0.011351448993082158
75437,0.012653625002712943
75438,0.011163198003487196
75740,0.02181960199959576
76042,0.013066070998320356
76344,0.011211256998649333
76646,0.010559827998804394
76948,0.012647231997107156
76949,0.010862932002055459
77251,0.012937621999299154
77553,0.00992670000414364
77554,0.01016702000197256
77856,0.009735839994391426
78158,0.008983395004179329
78460,0.008958626000094227
78762,0.011725751995982137
78763,0.008741850993828848
79065,0.010178985001402907
79367,0.010308133998478297
79368,0.010320095003407914
79670,0.01888013899588259
79671,0.011700994000420906
79973,0.011457025000709109
80275,0.009939928997482639
80577,0.010034291000920348
80879,0.013783476999378763
81181,0.011112108993984293
81483,0.011681585005135275
81785,0.01064937900082441
82087,0.012043403999996372
82389,0.009314659000665415
82691,0.01453424299688777
82993,0.009944128003553487
82994,0.00987534999876516
83296,0.011887865999597125
83598,0.00905697300186148
83599,0.010402375999547075
83901,0.009226258000126109
83935,0.012402786000166088
84237,0.011396089001209475
84539,0.010236332003842108
84543,0.011134230000607204
84845,0.009300118996179663
85031,0.01201434600079665
85032,0.0094042470009299
85033,0.010243712000374217
85335,0.011990877996140625
85637,0.008863781004038174
85638,0.038769851002143696
85639,0.012136867000663187
85941,0.010853663996385876
86243,0.011314304996631108
86545,0.011864563995914068
86847,0.010650983000232372
87149,0.011434209998697042
87451,0.010568361001787707
87753,0.009544510998239275
88055,0.007980133006640244
88357,0.009475848004512955
88659,0.012354874997981824
88961,0.0095757040035096
88962,0.01004949799971655
89264,0.00892584900429938
89566,0.012393190001603216
89868,0.009854003001237288
90170,0.01083457200002158
90472,0.011107457998150494
90774,0.009261527004127856
91076,0.010680086001229938
91244,0.012516011003754102
91398,0.009963650998543017
91508,0.011707702004059684
91509,0.011915486997168045
91811,0.010953623001114465
92113,0.011101666001195554
92415,0.009717150001961272
92416,0.010991308998200111
92718,0.0113797349986271
92719,0.010736207004811149
92720,0.010593795996101107
93022,0.010298320004949346
93324,0.00917352999385912
93626,0.010893957005464472
93644,0.010988011003064457
93946,0.011502045999804977
94248,0.009519849001662806
94249,0.009965781995560974
94551,0.01058993799961172
94552,0.01148253400606336
94553,0.012113562996091787
94855,0.01206357200135244
95157,0.009239849001460243
95459,0.010335678998671938
95460,0.015407882005092688
95762,0.010837718000402674
95763,0.008233066997490823
96065,0.011285663000307977
96066,0.009126933000516146
96368,0.010201514000073075
96670,0.008537488000001758
96972,0.010558449997915886
97274,0.00887295400025323
97275,0.010629299998981878
97577,0.011596222000662237
97879,0.011361807002685964
98181,0.008675462995597627
98483,0.00956362300348701
98785,0.009716574997582939
99087,0.011058507996494882
99088,0.009667543003160972
99390,0.009819533996051177
99692,0.010541978001128882
99994,0.012882809001894202
99996,0.012377774000924546
99997,0.010836191002454143
100299,0.008997361997899134
100601,0.00916906999918865
100602,0.012958154002262745
100603,0.012492489004216623
100604,0.013121789997967426
100605,0.012578939000377432
100907,0.012063111003953964
101209,0.011498045998450834
101511,0.013076577000902034
101813,0.007350163003138732
102115,0.010563490002823528
102116,0.009665908000897616
102418,0.008562360002542846
102419,0.007998530003533233
102721,0.011135134001960978
103023,0.010849398000573274
103325,0.010543528995185625
103627,0.013348250002309214
103628,0.010198140997090377
103930,0.009928285006026272
104232,0.015482139002415352
104270,0.010397712998383213
104572,0.011413760999857914
104874,0.010761079000076279
105176,0.01135579800029518
105478,0.011039293000067119
105780,0.011209404001419898
105781,0.01000144599674968
106083,0.01098189100594027
106385,0.006944790999114048
106386,0.010900168999796733
106688,0.013449716003378853
106990,0.011818522005341947
106990,0.01532161800423637
107292,0.013557247999415267
107594,0.01064150599995628
107896,0.01240071099891793
107897,0.009812453004997224
108199,0.011486663002870046
108200,0.01012044699746184
108502,0.009961107003618963
108804,0.010767906002001837
108805,0.010442366001370829
109107,0.011273175994574558
109409,0.012475121002353262
109711,0.01172207600029651
110013,0.009619805998227093
110014,0.009959009003068786
110316,0.01069973500125343
110618,0.012386139998852741
110920,0.010141591999854427
111222,0.01011388700135285
111524,0.010613244005071465
111826,0.011226820999581832
112128,0.011775930994190276
112430,0.013368904001254123
112431,0.01254406000225572
112733,0.008477735005726572
112734,0.013268199996673502
113036,0.009372688000439666
113338,0.011593178001930937
113640,0.010107219000929035
113942,0.0132965270022396
114244,0.012752572001772933
114546,0.01096833500196226
114848,0.010558674999629147
114870,0.010417145000246819
115172,0.011038863995054271
115474,0.011992185995040927
115776,0.011980554001638666
116078,0.01054807000036817
116380,0.009546745000989176
116682,0.010445460997289047
116984,0.012711590999970213
117286,0.012070163000316825
117588,0.011694771994370967
117589,0.009000714002468158
117891,0.009660807001637295
118193,0.009319580996816512
118495,0.012155224998423364
118496,0.013649257001816295
118798,0.008752371999435127
119100,0.010571705999609549
119402,0.012341527006356046
119704,0.01248227599717211
119705,0.013699365001230035
120007,0.012513866000517737
120309,0.012433139003405813
120611,0.010336239996831864
120913,0.013660364005772863
121215,0.011312722999718972
121216,0.011112205997051205
121518,0.012498033996962477
121820,0.011981724994257092
121821,0.010965864996251184
122123,0.01310245900094742
122425,0.009721901995362714
122727,0.01171343899477506
123029,0.009741073001350742
123331,0.010251572995912284
123633,0.010625832001096569
123935,0.014713270000356715
124237,0.011822549000498839
124539,0.010128526002517901
124841,0.0115808270056732
124842,0.012334670005657244
125144,0.012066289003996644
125446,0.01481996299844468
125447,0.015522043999226298
125749,0.012347565003437921
126051,0.009687608006061055
